USER_ID,FOLLOWS_ID
6630,1
4079,1
7128,1
5042,1
6908,1
2193,2
1787,3
3112,6
6055,6
2942,6
4312,6
6317,6
1560,6
9718,6
2615,6
6369,6
5215,6
8731,7
4209,9
3332,12
9269,13
5462,14
9627,15
251,17
1050,17
4797,17
4795,17
9504,17
1700,17
1859,17
3305,17
3778,17
193,17
1402,17
8458,17
6371,17
8632,17
8826,17
8650,17
2320,17
8045,17
6284,17
3951,17
2038,17
2370,17
505,17
1905,17
3030,17
5294,18
7473,18
5822,18
4618,18
9091,18
2072,18
360,18
5224,18
1264,18
2733,18
8869,18
7183,18
3982,18
959,18
6865,18
5254,18
8771,18
4803,18
4901,18
8226,18
2391,18
4257,18
4114,18
7399,18
1701,18
7126,19
9252,22
896,23
8689,25
5498,25
7468,25
2061,25
8046,25
6711,28
8591,28
6830,28
5638,28
3170,28
9941,29
7011,32
82,32
3456,32
7722,32
4590,32
9172,32
3112,32
5620,32
8018,32
5760,32
1210,32
4231,32
5198,32
7983,32
1503,32
2723,32
2414,32
6897,32
9656,32
539,32
2660,32
1372,32
5690,32
1762,32
7825,32
5887,32
3388,32
7053,32
1424,32
9425,32
1674,32
6194,32
4867,32
7686,32
176,32
6689,32
7746,32
957,32
9922,32
8079,32
730,32
7294,32
7255,32
3137,32
4093,32
7252,32
6089,32
3703,32
4243,32
7725,32
9503,33
6821,36
5836,39
4595,40
3398,40
1603,40
7570,40
280,40
4845,41
9298,41
1569,41
7349,41
9927,41
2413,44
98,46
9237,46
7701,46
3584,46
7016,46
8071,49
808,50
5232,51
7119,51
3209,51
2673,51
3802,51
4674,51
4236,51
2002,51
2715,51
853,51
2122,51
6737,51
5417,51
7946,51
6986,51
4125,51
3911,51
243,51
7084,51
3718,51
5377,51
3393,51
4442,51
9117,51
9031,51
1871,51
5663,51
6470,51
7158,51
8983,51
9943,51
9942,51
8410,51
694,51
7038,51
1580,51
8990,51
4976,51
8765,51
4066,51
4533,51
6460,51
6443,51
984,51
5225,51
3048,51
502,51
4383,51
9965,51
3584,51
4682,52
4096,52
3508,52
7738,52
3222,52
831,52
2388,52
3980,52
3885,52
8364,52
4272,52
7309,52
6323,52
3937,52
8457,52
3968,52
6132,52
2204,52
9432,52
7642,52
1589,52
7889,52
7852,52
9485,52
4854,52
4305,57
249,58
4412,58
3178,58
9417,58
4809,58
322,58
988,58
9296,58
370,58
9034,58
8054,60
926,62
8997,62
3167,62
2701,62
3461,62
2875,64
8232,64
1074,64
7081,64
9342,64
504,68
744,70
918,70
7436,70
7017,70
3938,70
1898,70
6598,70
7910,70
632,70
8698,70
4125,70
655,70
1609,70
9415,70
7119,70
6542,70
0,70
6010,70
3721,70
1974,70
9702,70
1912,70
6430,70
426,70
2662,70
4425,71
1678,71
1083,71
3897,71
4913,71
3267,74
7446,75
424,76
7236,78
651,79
4679,79
5685,79
9479,79
2510,79
4589,80
1801,81
1947,82
9736,84
7621,84
5755,84
735,84
4910,84
5136,90
3957,94
4728,94
1330,94
8722,94
7700,94
6760,97
8665,98
8778,100
4654,105
7276,106
4322,107
4426,108
9134,108
8870,108
6519,108
9156,108
113,109
9570,109
2461,109
245,109
9149,109
6332,112
9545,114
8027,117
1531,118
1708,118
4054,118
1648,118
6289,118
4817,118
6199,118
6380,118
555,118
7207,118
1404,119
3846,119
9957,119
8451,119
4869,119
7597,119
4865,119
95,119
3518,119
6729,119
5151,122
5914,122
8715,122
9722,122
9928,122
9981,122
1216,122
7993,122
352,122
7942,122
2374,123
8525,125
9278,125
3466,125
3220,125
3735,125
3603,126
4644,127
8199,128
8871,128
1389,128
6988,128
6285,128
573,129
4563,132
8837,135
970,138
4114,141
1099,141
4133,141
13,141
3797,141
9883,141
3847,141
5986,141
8945,141
1602,141
4782,145
3433,145
9585,145
1056,145
4417,145
8859,147
5005,147
4094,147
138,147
6277,147
3424,147
5765,147
376,147
9813,147
4631,147
1735,153
2578,157
2314,164
2388,166
484,166
6934,166
3576,166
4304,166
3000,166
3320,166
4903,166
314,166
2839,166
8508,168
3239,169
9106,169
5062,169
5446,169
1593,169
5404,171
6697,173
75,173
2895,173
8427,173
91,173
8268,173
487,173
6551,173
7936,173
8124,173
6607,176
3453,176
6541,176
4884,176
17,176
6721,176
7956,176
9093,176
2992,176
8319,176
6513,177
538,180
3152,180
9125,180
4445,180
9949,180
3844,180
9441,180
6143,180
4180,180
9788,180
9197,186
3701,187
7819,188
1728,191
7902,191
7286,191
2024,191
4380,191
1862,191
8421,191
6871,191
2751,191
3523,191
5655,191
9365,191
2481,191
9865,191
920,191
1980,191
3361,191
2907,191
7566,191
4340,191
322,191
52,191
8899,191
3519,191
4054,191
9296,191
6691,191
867,191
5003,191
2654,191
6064,191
4918,191
5690,191
2016,191
9118,191
9596,191
6725,191
3049,191
2217,191
6084,191
7680,191
938,191
7937,191
1215,191
7635,191
3914,191
5375,191
6088,191
9012,191
505,191
1231,192
380,193
3095,196
9372,202
6096,202
4154,202
8845,202
9598,202
3568,202
3938,202
5822,202
3153,202
532,202
4408,203
4093,203
3732,203
7706,203
9644,203
4790,204
9067,204
7129,204
3537,204
8347,204
3875,206
6343,207
1473,207
3273,207
713,207
1653,207
839,208
4721,208
6239,208
7495,208
3581,208
4150,208
7895,208
9239,208
4309,208
5078,208
704,215
4313,215
3589,215
9469,215
9877,215
8661,215
444,215
2248,215
5908,215
683,215
9039,215
998,215
8722,215
6608,215
746,215
9066,215
1828,215
9622,215
2478,215
4373,215
8276,215
728,215
7535,215
3516,215
9930,215
6398,218
8534,219
3853,219
5159,219
7634,219
9484,219
2201,219
4074,219
5827,219
74,219
3158,219
2163,219
8144,219
1155,219
6289,219
789,219
7259,219
2032,219
3362,219
7759,219
6632,219
1270,219
2536,219
5391,219
8120,219
775,219
8784,220
3077,221
2812,222
3890,222
2920,222
664,222
2409,222
6914,222
500,222
2249,222
1131,222
855,222
6965,222
2760,222
1272,222
3540,222
3811,222
5440,222
4158,222
5470,222
158,222
4940,222
3260,222
9810,222
7145,222
763,222
2120,222
8830,222
7300,222
5622,222
1564,222
1047,222
1635,222
6317,222
1153,222
2225,222
2111,222
715,222
2308,222
7843,222
6070,222
6550,222
6834,222
61,222
9467,222
298,222
139,222
5937,222
9064,222
4328,222
6547,222
9899,222
8600,224
4943,224
3975,224
8651,224
6545,224
6053,224
9639,224
5328,224
7791,224
8307,224
1717,225
9507,225
8514,225
3389,225
3640,225
4682,225
3932,225
2288,225
2294,225
5019,225
9251,225
7641,225
3842,225
5750,225
4959,225
9176,225
3998,225
377,225
5159,225
5881,225
6121,225
6143,225
5185,225
1354,225
5751,226
4088,226
2745,226
5339,226
4193,226
2302,229
1051,230
6201,230
5298,230
3513,230
2771,230
7786,231
1753,232
7309,232
1785,232
6263,232
572,232
5316,234
3428,235
2352,236
1064,239
346,239
3081,239
5456,239
1813,239
6272,239
2447,239
8267,239
2283,239
7527,239
823,239
5668,239
3474,239
5920,239
7297,239
1547,239
3550,239
653,239
7074,239
8618,239
5364,239
5990,239
6235,239
2493,239
8578,239
1467,244
881,246
9211,249
8915,249
6064,249
5394,249
8209,249
4433,250
8645,251
3417,251
2208,251
8302,251
5939,251
9958,251
2238,251
4540,251
5519,251
6470,251
2927,251
5033,251
2323,251
8057,251
194,251
6198,251
3587,251
7593,251
4672,251
39,251
277,251
6080,251
4265,251
658,251
4916,251
2214,252
4427,252
7679,252
6187,252
1837,252
8394,253
8506,253
8232,253
3841,253
9032,253
8594,253
1098,253
1799,253
195,253
9466,253
7543,253
6954,253
4630,253
9244,253
2172,253
6972,253
9031,253
7595,253
5386,253
1804,253
7812,253
1954,253
6525,253
6317,253
8372,253
8361,253
7194,253
8556,253
1383,253
6040,253
1144,253
5007,253
3642,253
142,253
7603,253
3542,253
3427,253
3457,253
5838,253
7897,253
5850,253
9409,253
5199,253
3525,253
3094,253
263,253
5209,253
2838,253
7799,253
8961,253
3259,254
4542,255
8916,256
4452,257
9175,261
3331,261
1940,261
5296,261
4913,261
7668,262
4421,263
5828,263
8599,263
5447,263
2454,263
1289,264
9711,264
8237,264
717,264
1090,264
719,264
3631,264
7987,264
9726,264
3574,264
4205,264
37,264
8783,264
6306,264
3239,264
6415,264
6624,264
2288,264
1209,264
2617,264
7754,264
9121,264
9384,264
8685,264
4733,264
9859,264
9919,264
3391,264
9971,264
5169,264
2602,264
9718,264
8826,264
4635,264
2461,264
638,264
8619,264
5397,264
1133,264
8459,264
787,264
958,264
5268,264
3058,264
1666,264
5275,264
5587,264
6665,264
3703,264
1941,265
27,266
643,266
8868,266
461,266
8111,266
4416,266
2537,266
863,266
6817,266
5846,266
2957,269
9307,270
6429,275
3080,276
7049,276
8231,276
9064,276
7344,276
9631,277
1345,277
1361,277
3941,277
4033,277
7190,277
9186,277
8641,277
2232,277
5094,277
5100,277
8773,277
6249,277
5288,277
8133,277
2932,277
1078,277
4256,277
4851,277
9171,277
1410,277
2910,277
489,277
7820,277
7573,277
7353,279
8967,288
6776,289
9111,290
8577,293
4249,296
9820,296
6001,296
2073,296
9635,296
2187,296
5187,296
6341,296
4508,296
8889,296
4485,296
950,296
4686,296
460,296
5197,296
2400,296
1187,296
8304,296
2736,296
7655,296
1363,296
5030,296
8596,296
794,296
966,296
4624,300
1175,301
8846,301
6930,301
1034,301
6887,301
7243,302
2513,304
9135,307
2540,307
2466,307
4681,307
8408,307
2853,307
9260,307
3340,307
889,307
8439,307
6091,309
231,309
7652,309
2391,309
2245,309
6817,310
35,310
7823,310
1033,310
8043,310
2061,312
3140,313
2480,316
6391,316
193,316
747,316
5324,316
7720,318
130,318
3712,318
3221,318
1186,318
2801,320
5448,322
8542,322
3020,322
8018,322
5701,322
7043,322
1953,322
3742,322
1996,322
8778,322
4960,322
5555,322
7103,322
582,322
6840,322
7700,322
2439,322
8937,322
9826,322
3361,322
562,322
8059,322
7550,322
3033,322
5425,322
6906,324
3184,324
5315,324
455,324
4266,324
1984,327
3452,328
740,328
1312,328
9793,328
8152,328
5050,328
3475,328
887,328
4830,328
7185,328
5985,328
2013,328
3125,328
904,328
8377,328
1439,328
6935,328
2342,328
3521,328
7827,328
8306,328
512,328
5224,328
7254,328
2163,328
8020,331
7468,333
9448,336
5879,336
6366,336
4136,336
6930,336
9771,336
379,336
8474,336
3312,336
2419,336
2664,336
5715,336
8527,336
2314,336
45,336
2641,336
5890,336
4388,336
2643,336
1695,336
1735,336
1150,336
3529,336
4491,336
3705,336
8716,337
7682,338
2163,338
6533,338
9192,338
589,338
4796,341
3019,341
7094,341
3300,341
7722,341
6999,342
2139,342
3166,342
4807,342
8129,342
8621,342
3281,342
207,342
359,342
4338,342
5942,345
1964,350
8938,350
506,350
6027,350
4696,350
6889,351
1731,352
4883,353
6757,353
238,353
5299,353
433,353
100,354
3213,354
6353,354
8762,354
5151,354
1985,356
3410,356
3134,356
5739,356
5449,356
3997,360
6999,360
5197,360
5847,360
1696,360
2241,361
6765,363
4249,363
5587,363
1376,363
1761,363
555,364
4440,365
1991,365
3479,365
1268,365
7510,365
5724,367
744,368
3712,368
1652,368
7827,368
5633,368
1481,368
6874,368
4674,368
4133,368
1471,368
2548,368
9386,368
1732,368
1650,368
7862,368
9472,368
7621,368
346,368
4856,368
5362,368
8947,368
5754,368
1591,368
1935,368
3179,368
4323,370
906,370
8171,370
7804,370
1068,370
3986,372
9208,372
4737,372
4579,372
6957,372
2091,375
9633,377
8728,377
1396,377
2403,377
1731,377
8233,378
2606,378
8221,378
2263,378
6801,378
9065,378
6381,378
2974,378
3813,378
3766,378
1326,378
5107,378
1216,378
8083,378
7569,378
9598,378
3995,378
1805,378
9676,378
867,378
9483,378
5966,378
671,378
864,378
203,378
9738,379
2259,380
3616,381
4715,381
2275,381
448,381
9261,381
9332,382
4846,383
5499,383
5974,383
1452,383
8133,383
488,383
4123,383
1504,383
1667,383
3145,383
5334,383
8311,383
7340,383
1895,383
6639,383
8027,383
7902,383
2112,383
7502,383
6485,383
408,383
1725,383
3559,383
2912,383
730,383
7762,385
5331,385
6996,385
9259,385
5376,385
4650,385
6342,385
5950,385
2365,385
5059,385
2661,386
5651,388
9229,389
3007,391
713,391
1976,391
9260,391
7968,391
1067,391
1779,391
5111,391
6390,391
6900,391
8217,395
8661,395
8634,395
9242,395
436,395
3372,396
313,399
6382,400
5655,400
8505,400
7758,400
3646,400
8891,402
8700,402
7814,402
3818,402
2979,402
4005,402
8329,402
4599,402
3721,402
5625,402
2307,404
3811,405
8301,407
1037,407
1045,407
8639,407
6125,407
4775,409
8552,410
6252,410
424,410
6755,410
5970,410
7794,411
3354,411
6640,411
7667,411
4140,411
9877,411
3421,411
6133,411
6431,411
7608,411
5038,412
2069,412
5133,412
4741,412
3966,412
4838,412
1864,412
279,412
2722,412
391,412
6152,412
6852,412
7486,412
3486,412
5147,412
4189,412
745,412
5683,412
713,412
676,412
4326,412
5772,412
6017,412
4874,412
9120,412
642,413
7773,414
4256,414
5139,414
274,414
921,414
7720,415
2802,415
8914,415
7677,415
2129,415
1457,416
5269,417
7109,419
1647,419
7630,419
9404,419
5028,419
6776,419
650,419
8915,419
6140,419
6026,419
8477,419
423,419
5947,419
9542,419
2764,419
7240,419
5781,419
8683,419
6822,419
537,419
9968,419
5945,419
7208,419
2040,419
8246,419
1516,421
1366,424
6245,424
4621,424
2662,424
3446,424
9932,426
8904,426
9346,426
4891,426
3304,426
8760,427
3988,427
2342,427
1210,427
9768,427
4774,429
7315,430
1307,434
4862,434
3091,434
8340,434
4924,434
5061,436
9289,437
4917,437
7096,437
2162,437
1733,437
2559,437
5903,437
8996,437
6058,437
3860,437
9622,437
5058,437
9612,437
5584,437
2344,437
3693,437
315,437
3273,437
4552,437
2128,437
9535,437
9912,437
9613,437
5175,437
2960,437
4934,438
3617,442
2427,445
6802,447
8211,447
2532,447
4357,447
4532,447
7524,447
4872,447
708,447
6850,447
2789,447
1921,447
6834,447
2399,447
6378,447
6619,447
8244,447
9297,447
607,447
3014,447
7852,447
8969,447
5311,447
4728,447
4646,447
5552,447
5326,448
2411,448
7739,448
8009,448
7300,448
7359,449
4749,449
4697,449
6643,449
9396,449
4077,449
5019,449
4340,449
5619,449
8933,449
7828,450
143,452
5840,452
2964,452
6153,452
5913,452
491,452
4756,452
2838,452
7696,452
1145,452
4872,452
8000,452
4461,452
930,452
1407,452
3935,452
1867,452
4736,452
5145,452
474,452
2797,452
2296,452
2022,452
6748,452
5967,452
1081,453
8453,453
4365,453
1405,453
6527,453
4300,454
8201,454
7095,454
2456,454
1253,454
5124,455
1652,456
658,456
4747,456
5428,456
7545,456
2976,456
8281,456
8333,456
2341,456
8369,456
2584,456
9833,456
8166,456
9827,456
7322,456
8659,456
5207,456
7374,456
238,456
33,456
8427,456
6559,456
1338,456
3992,456
220,456
1701,457
407,460
8296,461
5350,462
3844,462
2514,462
8504,462
7117,462
4016,463
8411,465
5216,465
8555,465
4923,465
5588,465
9382,465
3166,465
7960,465
7835,465
8233,465
7780,466
9270,468
9858,470
5069,471
4123,472
1972,472
6410,472
5703,472
9736,472
6208,473
9829,473
7141,473
8016,473
45,473
5127,474
226,474
5382,474
5050,474
1968,474
7752,475
5481,476
1427,476
4944,476
1960,476
7919,476
2743,477
1748,478
9851,482
8816,482
7206,482
6327,482
4789,482
8517,484
9330,484
6653,484
6265,484
1557,484
2723,485
1266,486
9307,487
9300,487
2825,487
4530,487
1365,487
9696,488
8383,489
5162,489
7573,489
1082,489
3605,489
4475,491
1450,491
6265,491
9022,491
77,491
1519,491
9929,491
9317,491
3795,491
2252,491
4017,492
4805,492
2971,492
1676,492
7170,492
5934,494
8779,494
1042,494
3481,494
6040,494
4995,496
6808,497
9055,500
4787,501
8594,502
9902,504
8878,505
4187,505
7638,505
7422,505
2230,505
8370,510
9592,510
4758,510
6492,510
6143,510
7926,514
1547,515
7422,515
1520,515
7564,515
9654,515
8408,515
4455,515
2416,515
3460,515
1562,515
2742,517
4403,519
340,519
9440,519
7590,519
1173,519
6672,521
6511,521
9770,521
3073,521
9013,521
5322,521
5711,521
5107,521
385,521
4702,521
4690,521
2965,521
5317,521
9997,521
9237,521
101,521
4714,521
3909,521
7610,521
4293,521
6269,521
8891,521
6683,521
636,521
7798,521
3287,526
8080,526
721,526
6375,526
908,526
9399,526
9081,526
8370,526
7066,526
2148,526
4701,526
2665,526
7083,526
2220,526
6386,526
1158,526
262,526
380,526
1889,526
3331,526
8767,526
2165,526
7914,526
7394,526
6810,526
2827,527
1950,527
8371,527
3110,527
3192,527
7275,528
9545,528
4679,528
762,528
9856,528
8017,529
320,532
1184,532
3862,532
1723,532
4303,532
6042,532
8975,532
2287,532
4413,532
6267,532
8627,532
1927,532
4077,532
4804,532
8604,532
4056,532
2557,532
3290,532
527,532
4325,532
4940,532
5437,532
4042,532
1973,532
5785,532
8070,534
9530,538
2239,540
7028,540
1548,540
6354,540
7827,540
9233,541
8923,543
1684,544
3493,547
5728,547
9646,547
9279,547
8418,547
8836,547
251,547
3757,547
7211,547
4969,547
469,549
8649,549
3809,549
4434,549
5790,549
2946,550
9270,550
9565,550
4142,550
2195,550
2305,551
7587,553
9424,554
7831,554
5632,554
5123,554
4942,554
9083,554
1357,554
7777,554
8630,554
5034,554
7722,554
459,554
887,554
3707,554
6890,554
6941,554
8496,554
634,554
8577,554
9357,554
7481,554
6103,554
9655,554
6239,554
4018,554
2239,554
8662,554
2028,554
9468,554
1656,554
400,554
3336,554
7142,554
6079,554
1607,554
8996,554
3468,554
9913,554
4696,554
565,554
8183,554
2283,554
5667,554
8950,554
4830,554
8504,554
8007,554
229,554
1509,554
9775,554
9703,555
8242,556
6909,557
4011,557
5525,557
4658,557
2618,557
9827,564
8828,565
5311,565
8329,565
5594,565
1529,565
7215,566
1953,570
3859,572
6003,572
8996,572
2666,572
7908,572
500,573
749,574
9642,574
4435,574
8966,574
1814,574
386,576
1005,577
4697,580
5018,581
8471,581
1846,581
5426,581
3000,581
8187,581
8996,581
8189,581
5667,581
5885,581
3813,581
5057,581
781,581
3952,581
9304,581
870,581
2395,581
4758,581
485,581
2812,581
9823,581
8668,581
8239,581
9649,581
1291,581
1306,585
8605,587
1975,588
1432,589
5477,589
7197,589
9493,589
1193,589
4076,589
2527,589
403,589
521,589
3541,589
350,589
2692,589
8453,589
6055,589
7636,589
7713,589
1046,589
3887,589
5667,589
6273,589
7765,589
3109,589
9175,589
3495,589
2090,589
6869,594
6289,594
4400,594
5654,594
6259,594
2661,594
8981,594
8161,594
2963,594
2480,594
1229,594
8595,594
7023,594
3359,594
611,594
8374,594
8344,594
7902,594
3516,594
4705,594
211,594
4321,594
1571,594
829,594
2247,594
7365,595
3316,596
7799,596
1419,596
4285,596
9092,596
8863,596
9301,596
4819,596
9141,596
9214,596
230,598
5677,598
1287,598
365,598
3346,598
7593,600
802,600
724,600
5325,600
5327,600
8464,601
5654,602
1993,603
4798,605
8984,608
8388,609
8625,609
6857,609
6229,609
8546,609
3976,609
4319,609
4287,609
6023,609
9469,609
689,609
2503,609
6730,609
2929,609
3854,609
3311,609
5862,609
9908,609
3492,609
6199,609
1321,609
3149,609
8640,609
544,609
3401,609
9408,611
2627,611
3751,611
4190,611
7680,611
9442,612
3433,613
8135,613
8046,613
4915,613
7055,613
6453,614
303,620
1902,621
6063,624
1678,624
5608,624
6806,624
4603,624
197,624
3223,624
7194,624
3771,624
7503,624
186,625
8976,625
2379,625
4578,625
8174,625
1591,625
422,625
882,625
9729,625
7907,625
1542,626
1473,626
3752,626
118,626
1262,626
9830,626
7512,626
5493,626
1910,626
7498,626
1897,627
9207,627
8271,627
4445,627
7019,627
7864,627
7637,627
5036,627
4331,627
5133,627
3390,627
6282,627
3583,627
8366,627
4195,627
6108,627
1162,627
391,627
9453,627
4477,627
8560,627
8004,627
4318,627
7174,627
4356,627
119,628
924,628
8899,628
8755,628
1847,628
927,629
681,630
4834,630
4419,630
499,630
7985,630
2304,630
2069,630
4587,630
6264,630
1704,630
6310,631
6282,637
5621,637
258,637
3566,637
2669,637
1697,638
1865,641
7624,641
2561,641
2481,641
5221,641
4623,642
9829,642
49,642
4190,642
9392,642
7036,642
8497,642
3458,642
4703,642
3991,642
5311,644
41,645
8077,647
412,651
6303,651
628,651
7794,651
8119,651
9152,652
2295,656
5357,656
342,656
5991,656
6525,656
1341,656
6132,656
4039,656
7708,656
8237,656
4829,656
7774,656
752,656
4873,656
1934,656
1425,656
3246,656
9214,656
8103,656
7473,656
599,656
2898,656
2323,656
3462,656
6003,656
4210,657
1943,658
7276,658
6480,658
755,658
3146,658
5709,659
6805,660
1594,660
8567,660
4265,660
4996,660
7914,662
5665,663
5685,663
3989,663
4520,663
4680,663
6384,663
184,663
3590,663
5619,663
7793,663
3230,663
9354,663
2459,663
117,663
6624,663
7265,663
190,663
2652,663
9818,663
2198,663
8968,663
4033,663
9593,663
2366,663
5539,663
2107,664
6535,667
3362,668
6480,668
1642,668
2619,668
811,668
7435,671
9204,671
8810,671
7003,671
7755,671
6802,672
1968,674
6443,674
6149,674
4535,674
1818,674
9191,674
3700,674
6144,674
1116,674
5432,674
7164,675
8462,675
2609,675
1884,675
5882,675
1148,676
298,677
2227,677
2106,677
7105,677
162,677
9175,677
7226,677
3131,677
1484,677
3124,677
7127,677
9196,677
5629,677
8466,677
8625,677
4535,677
5564,677
2965,677
6110,677
1200,677
1004,677
6945,677
4068,677
1795,677
7736,677
4107,679
2551,681
5058,682
4588,682
5563,682
8578,682
5583,682
7172,683
4145,684
1509,688
3459,688
5017,688
6034,688
5378,688
3127,689
3160,689
8133,689
1971,689
2624,689
426,692
3368,693
538,693
8002,693
2808,693
2650,693
9613,693
2443,693
5551,693
7396,693
1449,693
9682,696
8433,697
3130,697
1435,697
7050,697
3176,697
106,699
8603,699
4795,699
1366,699
8752,699
3893,701
3964,703
3606,703
0,703
842,703
2348,703
4841,703
5295,703
6040,703
8222,703
8122,703
2798,705
6605,707
6849,707
8137,707
5357,707
757,707
3729,708
7175,708
7619,708
7648,708
9693,708
13,712
7567,713
5024,713
4351,713
4474,713
6327,713
422,715
2524,716
4101,716
5365,716
8983,716
2191,716
9495,717
3490,718
6036,718
4489,718
1202,718
8876,718
2130,720
1494,722
145,723
3777,724
8174,725
9161,726
2428,726
7601,726
3115,726
1656,726
849,729
552,729
7204,729
8606,729
2861,729
4539,729
5261,729
226,729
2769,729
9249,729
4818,730
9015,731
939,731
8669,731
760,731
8009,731
5171,731
5792,731
4558,731
1796,731
5851,731
1173,732
7906,732
2526,732
9796,732
7356,732
3690,732
2983,732
8510,732
2932,732
846,732
2367,732
7158,732
5387,732
3670,732
8937,732
812,732
7632,732
4027,732
6395,732
5340,732
7232,732
2256,732
7094,732
5575,732
465,732
2503,734
8918,742
1998,742
5529,742
4865,742
247,742
2165,742
5733,742
8276,742
749,742
6338,742
1211,745
6988,751
3101,751
3845,751
3410,751
5110,751
1169,756
6554,756
9391,756
4734,756
3161,756
8896,758
9255,758
5772,758
1332,758
2735,758
4421,760
5571,760
707,760
7700,760
7916,760
9109,761
9458,764
8824,769
7015,771
3175,771
4153,771
895,771
3954,771
5405,772
1883,772
3940,772
2985,772
7743,772
397,773
8939,777
3753,777
3606,777
7661,777
6856,777
7699,778
5805,781
7287,782
9302,782
9720,782
5522,782
6227,782
7446,783
1713,785
7168,785
7156,785
8754,785
5613,785
5916,785
952,785
7336,785
4757,785
6111,785
1175,785
5281,785
6909,785
1782,785
4089,785
4945,785
2865,785
3490,785
6501,785
5151,785
1406,785
7375,785
7110,785
3213,785
8149,785
4095,786
4561,786
1962,786
4833,786
2111,786
7176,786
8187,786
1862,786
4496,786
9860,786
3590,786
9849,786
5376,786
5398,786
5753,786
6863,786
8196,786
3367,786
9791,786
729,786
408,786
2829,786
7321,786
9184,786
762,786
800,788
7230,789
7796,791
1214,792
5232,792
5493,792
6582,792
6137,792
1112,792
8749,792
9406,792
9942,792
7379,792
8413,792
9107,792
5351,792
416,792
5424,792
4562,792
9865,792
8745,792
2942,792
2124,792
205,792
3569,792
7381,792
3162,792
6350,792
7817,793
8329,794
4575,794
4433,794
8442,794
1944,794
8638,795
640,797
7111,798
6527,799
2325,799
7935,799
1625,799
8324,799
4543,799
5345,799
254,799
5886,799
831,799
485,800
7974,800
5622,800
7730,800
4196,800
5811,800
2267,800
7782,800
4082,800
1403,800
4528,803
9265,803
5921,803
3802,803
7801,803
9439,804
7017,805
4485,806
6879,806
550,806
4271,806
2461,806
6775,814
9401,815
8386,817
9313,817
4696,817
290,817
4347,817
6247,817
403,817
9209,817
865,817
3047,817
9070,817
3342,817
8399,817
6069,817
6241,817
5216,817
5778,817
685,817
6554,817
886,817
56,817
3891,817
9597,817
2443,817
4286,817
6756,817
5927,817
946,817
1916,817
298,817
8167,817
3112,817
4870,817
1290,817
6916,817
160,817
5363,817
4879,817
7238,817
4993,817
3580,817
6984,817
4929,817
8929,817
4819,817
7524,817
9112,817
6144,817
8667,817
8363,817
7146,819
8465,819
2138,819
4136,819
2116,819
142,819
755,819
463,819
7239,819
6561,819
8261,821
882,823
8627,825
8205,827
7898,827
7925,827
7147,827
1883,827
7433,827
7896,827
8543,827
2787,827
8162,827
9861,830
1187,831
3325,831
8968,831
5563,831
4044,831
2623,832
1132,833
2631,834
390,838
747,838
4807,838
8056,838
4446,838
2532,839
2020,839
9185,839
1919,839
3101,839
2868,842
8887,844
7035,844
3980,844
7064,844
9697,844
8395,844
6241,844
9206,844
4706,844
9205,844
9494,844
1820,844
4292,844
8833,844
